"subject","code","link"
"Literatures, Cultures, and Linguistics","SLCL","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SLCL.xml""subject","code","link"
"Second Language Studies","SLS","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SLS.xml""subject","code","link"
"Sociology","SOC","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SOC.xml""subject","code","link"
"Social Work","SOCW","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SOCW.xml""subject","code","link"
"Spanish","SPAN","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SPAN.xml""subject","code","link"
"Special Education","SPED","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SPED.xml""subject","code","link"
"Statistics","STAT","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/STAT.xml""subject","code","link"
"Swahili","SWAH","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/SWAH.xml""subject","code","link"
"Theoretical and Applied Mechanics","TAM","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TAM.xml""subject","code","link"
"Technology Entrepreneurship","TE","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TE.xml""subject","code","link"
"Theatre","THEA","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/THEA.xml""subject","code","link"
"Technology and Management Courses","TMGT","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TMGT.xml""subject","code","link"
"Translation Studies","TRST","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TRST.xml""subject","code","link"
"Technical Systems Management","TSM","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TSM.xml""subject","code","link"
"Turkish","TURK","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/TURK.xml""subject","code","link"
"Ukrainian","UKR","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/UKR.xml""subject","code","link"
"Urban and Regional Planning","UP","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/UP.xml""subject","code","link"
"Veterinary Clinical Medicine","VCM","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/VCM.xml""subject","code","link"
"Veterinary Medicine Courses","VM","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/VM.xml""subject","code","link"
"Women and Gender in Global Perspectives Program","WGGP","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/WGGP.xml""subject","code","link"
"Wolof","WLOF","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/WLOF.xml""subject","code","link"
"Writing Studies","WRIT","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/WRIT.xml""subject","code","link"
"Yiddish","YDSH","https://courses.illinois.edu/cisapp/explorer/catalog/2019/spring/YDSH.xml"
